Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2013-11-20;939,9719;939,9719;927,4045;929,6222;;
2013-11-19;939,4904;943,1936;937,2686;941,7123;;
2013-11-18;948,8052;949,545;939,1877;939,1877;;
2013-11-15;952,8232;954,3091;949,1085;952,8232;0;0
2013-11-14;951,5481;958,2465;948,571;953,0366;;
2013-11-13;945,5833;950,0559;943,347;943,347;;
2013-11-12;951,087;952,5759;943,642;943,642;;
2013-11-11;958,2649;958,2649;951,5455;953,0387;;
2013-11-08;971,2605;974,2387;952,6469;955,625;;
2013-11-07;983,5391;986,532;971,5675;975,3086;;
2013-11-06;968,7801;973,2189;967,3004;970,9995;;
2013-11-05;971,9134;973,3956;966,726;967,467;;
2013-11-04;970,3095;974,752;968,8287;970,3095;;
2013-11-01;978,5265;978,5265;964,4576;967,4195;;
2013-10-31;976,8345;976,8345;965,1052;967,3044;;
2013-10-30;974,5547;984,7328;970,1927;970,1927;;
2013-10-29;980,1714;980,1714;972,1819;974,3608;;
2013-10-28;975,4063;984,112;975,4063;979,7591;;
2013-10-25;971,5468;979,5311;967,9175;979,5311;;
2013-10-24;963,0569;975,3712;963,0569;973,1981;;
2013-10-23;968,2228;968,2228;963,8598;966,0413;;
2013-10-22;958,3882;977,4024;956,1942;977,4024;;
2013-10-21;963,2692;964,7326;958,1474;959,6107;;
2013-10-18;959,8802;963,5341;956,2262;957,6878;;
2013-10-17;931,4156;965,0856;931,4156;962,5238;;
2013-10-16;940,5649;945,7267;934,6656;942,0397;;
2013-10-15;938,6348;940,8582;924,5535;940,8582;;
2013-10-14;935,1961;946,992;935,1961;937,7765;;
2013-10-11;949,0638;950,5381;929,1611;929,1611;;
2013-10-10;961,7943;961,7943;954,4044;955,1434;;
2013-10-09;972,623;974,1028;957,0847;968,9234;;
2013-10-08;972,6724;974,1456;968,2528;971,1992;;
2013-10-07;964,1173;972,959;961,9069;971,4854;;
2013-10-04;966,3062;967,7775;958,2138;958,9495;;
2013-10-02;952,6452;973,3629;950,4255;971,1432;;
2013-10-01;977,2023;982,3668;947,6907;947,6907;;
2013-09-30;988,1525;990,3739;978,5265;978,5265;;
2013-09-27;974,7359;988,7715;973,2585;985,0779;;
2013-09-26;982,6654;988,5917;974,5166;978,2206;;
2013-09-25;979,3395;986,7447;974,8963;985,2636;;
2013-09-24;982,335;982,335;968,2328;977,8817;;
2013-09-23;980,5301;982,751;973,127;980,5301;;
2013-09-20;1.005,99;1.005,99;983,7946;983,7946;;
2013-09-19;1.003,69;1.010,34;1.001,48;1.005,91;;
2013-09-18;969,5177;977,0072;968,0198;977,0072;;
2013-09-17;980,4582;987,1968;976,7146;976,7146;;
2013-09-16;990,1175;990,1175;976,6415;982,6308;;
2013-09-13;984,2046;988,7176;980,4438;984,2046;;
2013-09-12;1.017,68;1.017,68;995,1091;997,3664;;
2013-09-11;1.025,4;1.026,91;1.021,63;1.023,89;;
2013-09-10;1.038,14;1.038,14;1.024,55;1.025,3;;
2013-09-09;1.049,34;1.050,1;1.044,04;1.047,07;;
2013-09-06;1.041,78;1.059,31;1.037,2;1.054,74;;
2013-09-05;1.044,92;1.054,76;1.032,8;1.035,83;;
2013-09-04;1.066,36;1.066,36;1.048,90;1.048,90;;
2013-09-02;1.055,88;1.055,88;1.048,31;1.050,58;;
2013-08-30;1.061,2;1.061,2;1.049,11;1.051,38;;
2013-08-29;1.058,72;1.062,49;1.055,71;1.060,23;;
2013-08-28;1.070,28;1.070,28;1.059,04;1.060,54;;
2013-08-27;1.047,76;1.062;1.045,51;1.059;;
2013-08-26;1.043,71;1.043,71;1.039,22;1.039,22;;
2013-08-23;1.027,7;1.042,68;1.023,96;1.041,93;;
2013-08-22;1.020,42;1.031,68;1.019,67;1.025,67;;
2013-08-21;1.019,5;1.021;1.012,78;1.021;;
2013-08-20;1.011,43;1.023,37;1.009,93;1.021,88;;
2013-08-19;1.028,55;1.029,3;1.017,31;1.019,56;;
2013-08-16;1.021,36;1.026,61;1.017,62;1.024,36;;
2013-08-15;1.003,61;1.020,91;993,0811;1.020,91;;
2013-08-14;994,8652;1.003,93;994,8652;1.003,93;;
2013-08-13;1.001,88;1.002,63;991,3469;991,3469;;
2013-08-12;999,6235;1.006,4;993,5994;1.001,13;0;0
2013-08-09;975,473;980,7074;974,7252;979,2118;;
2013-08-08;965,9431;980,1647;962,2006;978,6677;;
2013-08-07;961,6685;963,9233;954,1526;963,1717;;
2013-08-06;967,997;972,5151;961,9729;963,4789;;
2013-08-05;990,043;990,043;975,7109;978,7282;;
2013-08-02;972,885;994,471;971,3701;986,8969;;
2013-08-01;994,6358;999,1689;988,5917;988,5917;;
2013-07-31;1.001,51;1.001,51;981,1676;984,1808;;
2013-07-30;996,3114;997,0641;989,5363;993,3002;;
2013-07-29;996,6089;1.004,9;995,1017;998,8696;;
2013-07-26;1.004,9;1.004,9;991,3273;997,7376;;
2013-07-25;997,9549;1.004,02;988,1079;1.004,02;;
2013-07-24;1.008,98;1.011,25;988,6003;988,6003;;
2013-07-23;1.004,93;1.009,48;1.004,17;1.008,73;;
2013-07-22;1.001,44;1.011,32;995,3669;1.011,32;;
2013-07-19;981,1019;984,912;976,5298;982,6259;;
2013-07-18;971,8934;979,531;971,8934;978,7673;;
2013-07-17;978,6084;985,4598;966,4281;967,1894;;
2013-07-16;973,8527;983,0005;972,3281;978,4266;;
2013-07-15;988,3185;988,3185;977,9434;983,3231;0;0
2013-07-12;981,2797;981,2797;971,6894;979,3617;;
2013-07-11;992,027;992,027;979,7608;981,2941;;
2013-07-10;972,4499;981,8153;970,8889;974,0108;;
2013-07-09;976,8997;976,8997;966,0107;966,0107;;
2013-07-08;947,8599;961,0895;947,8599;959,5331;;
2013-07-05;963,2849;963,2849;939,2222;940,7747;;
2013-07-04;964,2637;964,2637;958,1023;959,6426;;
2013-07-03;958,4073;969,2106;953,0056;963,8089;;
2013-07-02;964,1238;971,0379;953,3687;953,3687;;
2013-07-01;954,2073;961,8777;944,2356;960,3436;;
2013-06-28;923,5474;935,7798;909,7859;934,633;;
2013-06-27;949,9693;949,9693;923,8797;925,4144;;
2013-06-26;956,6953;960,5344;939,8034;946,7138;;
2013-06-25;973,8084;978,3767;969,2401;969,2401;;
2013-06-24;978,9088;983,4938;972,7954;973,5595;;
2013-06-21;983,308;983,308;975,7208;978,7557;;
2013-06-20;1.016,67;1.017,42;971,9697;971,9697;;
2013-06-19;1.018,2;1.024,91;1.018,2;1.022,68;;
2013-06-18;1.031,11;1.033,35;1.017,65;1.019,14;;
2013-06-17;1.042,21;1.042,21;1.034,71;1.036,59;;
2013-06-14;1.041,12;1.044,88;1.036,61;1.044,88;;
2013-06-13;1.042,43;1.043,94;1.033,42;1.034,17;;
2013-06-12;1.034,12;1.049,18;1.034,12;1.048,43;;
2013-06-11;1.041,96;1.041,96;1.029,91;1.036,69;;
2013-06-10;1.045,5;1.048,53;1.041,71;1.048,53;;
2013-06-07;1.065,61;1.065,61;1.041,48;1.041,48;;
2013-06-06;1.064,19;1.082,48;1.061,9;1.076,38;;
2013-06-05;1.074,46;1.075,99;1.067,58;1.069,11;;
2013-06-04;1.075,47;1.075,47;1.061,72;1.066,3;;
2013-06-03;1.073,19;1.085,49;1.068,57;1.083,18;;
2013-05-31;1.090,27;1.090,27;1.068,74;1.069,51;;
2013-05-30;1.083,13;1.091,63;1.080,04;1.090,85;;
2013-05-29;1.067,02;1.075,51;1.067,02;1.073,19;;
2013-05-28;1.072,81;1.080,54;1.063,53;1.068,94;;
2013-05-27;1.075,04;1.078,14;1.072,73;1.072,73;;
2013-05-24;1.075,04;1.075,82;1.070,41;1.071,95;;
2013-05-23;1.065,33;1.083,18;1.065,33;1.080,07;;
2013-05-22;1.066,32;1.093,4;1.053,94;1.053,94;;
2013-05-21;1.086,59;1.086,59;1.061,71;1.071,04;;
2013-05-17;1.075,45;1.075,45;1.059,13;1.059,91;;
2013-05-16;1.083,01;1.083,01;1.064,39;1.076,8;;
2013-05-15;1.104,63;1.104,63;1.082,09;1.085,2;;
2013-05-14;1.110,43;1.110,43;1.096,56;1.098,1;;
2013-05-13;1.106,91;1.106,91;1.099,98;1.104,6;;
2013-05-10;1.124,12;1.124,12;1.094,86;1.108,72;;
2013-05-08;1.106,2;1.123,71;1.104,68;1.122,19;;
2013-05-07;1.116,2;1.116,96;1.100,94;1.104,75;;
2013-05-06;1.126,88;1.126,88;1.116,2;1.120,01;;
2013-05-03;1.123,99;1.133,9;1.114,84;1.114,84;;
2013-05-02;1.105,3;1.114,4;1.101,51;1.112,12;;
2013-04-30;1.119,19;1.128,37;1.118,42;1.125,31;;
2013-04-29;1.119,5;1.125,6;1.117,21;1.121,03;;
2013-04-26;1.132,01;1.138,55;1.117,78;1.119,32;;
2013-04-25;1.106,27;1.120,41;1.102,83;1.120,41;;
2013-04-24;1.099,49;1.103,34;1.094,11;1.095,65;;
2013-04-23;1.097;1.098,54;1.084,68;1.085,45;;
2013-04-22;1.090,74;1.106,08;1.090,74;1.093,04;;
2013-04-19;1.082,73;1.086,54;1.065,96;1.071,67;;
2013-04-18;1.057,88;1.077,04;1.055,58;1.067,84;;
2013-04-17;1.047,3;1.066,34;1.044,63;1.054,92;;
2013-04-16;1.037,78;1.063,68;1.037,78;1.054,54;;
2013-04-15;1.108,1;1.114,21;1.039,29;1.046,17;;
2013-04-12;1.194,07;1.194,07;1.149,25;1.150,4;;
2013-04-11;1.186,45;1.191,02;1.181,87;1.188,73;;
2013-04-10;1.208,54;1.210,07;1.194,79;1.194,79;;
2013-04-09;1.205,9;1.215,11;1.201,3;1.212,04;;
2013-04-08;1.207,48;1.209,78;1.202,87;1.202,87;;
2013-04-05;1.195,54;1.215,62;1.193,22;1.214,85;;
2013-04-04;1.206,51;1.209,63;1.199,48;1.209,63;;
2013-04-03;1.218,04;1.223,49;1.207,9;1.207,9;;
2013-04-02;1.244,16;1.244,16;1.222,35;1.223,13;;
2013-03-28;1.249,9;1.250,68;1.242,09;1.242,09;;
2013-03-27;1.246,48;1.255,87;1.242,56;1.254,31;;
2013-03-26;1.242,13;1.242,13;1.236,69;1.239,02;;
2013-03-25;1.241,21;1.241,21;1.227,29;1.236,57;;
2013-03-22;1.242,28;1.242,28;1.236,87;1.237,64;;
2013-03-21;1.242,06;1.247,48;1.241,29;1.246,71;;
2013-03-20;1.242,57;1.242,57;1.237,16;1.237,16;;
2013-03-19;1.236,48;1.243,43;1.232,62;1.240,34;;
2013-03-18;1.233,27;1.241,78;1.233,27;1.236,37;;
2013-03-15;1.213,89;1.216,95;1.212,36;1.213,89;;
2013-03-14;1.224,01;1.227,1;1.216,28;1.227,1;;
2013-03-13;1.223,71;1.226,79;1.219,09;1.220,63;;
2013-03-12;1.208,53;1.220,79;1.208,53;1.216,96;;
2013-03-11;1.214,02;1.214,02;1.210,17;1.211,71;;
2013-03-08;1.202,83;1.205,12;1.189,84;1.201,3;;
2013-03-07;1.214,07;1.214,07;1.207,15;1.207,15;;
2013-03-06;1.206,37;1.210,97;1.201,76;1.206,37;;
2013-03-05;1.209,53;1.212,6;1.202,62;1.204,93;;
2013-03-04;1.209,73;1.210,5;1.204,35;1.204,35;;
2013-03-01;1.216,54;1.216,54;1.201,92;1.211,15;;
2013-02-28;1.216,01;1.216,01;1.196,97;1.198,49;;
2013-02-27;1.225,09;1.226,62;1.214,4;1.214,4;;
2013-02-26;1.213,96;1.232,32;1.210,14;1.232,32;;
2013-02-25;1.188,74;1.194;1.187,24;1.190,99;;
2013-02-22;1.197,86;1.197,86;1.189,52;1.189,52;;
2013-02-21;1.186,49;1.195,59;1.182,69;1.194,07;;
2013-02-20;1.199,33;1.199,33;1.179,13;1.179,88;;
2013-02-19;1.204,21;1.204,96;1.197,47;1.198,22;;
2013-02-18;1.205,44;1.206,94;1.200,20;1.200,94;;
2013-02-15;1.222,14;1.222,14;1.201,88;1.201,88;;
2013-02-14;1.230,21;1.233,96;1.223,46;1.223,46;;
2013-02-13;1.219,96;1.223,67;1.214,76;1.214,76;;
2013-02-12;1.221,54;1.226;1.217,82;1.223,02;;
2013-02-11;1.242,25;1.242,25;1.225,08;1.226,94;;
2013-02-08;1.246,82;1.246,82;1.243,08;1.245,33;;
2013-02-07;1.235,42;1.237,64;1.225,82;1.230,25;;
2013-02-06;1.234,37;1.238,07;1.231,41;1.236,59;;
2013-02-05;1.234,76;1.240,67;1.228,85;1.229,59;;
2013-02-04;1.229,71;1.231,92;1.223,07;1.231,92;;
2013-02-01;1.215,55;1.226,55;1.214,82;1.220,68;;
2013-01-31;1.235,79;1.235,79;1.221,77;1.222,51;;
2013-01-30;1.227,75;1.238,83;1.225,54;1.236,62;;
2013-01-29;1.233,9;1.235,39;1.232,41;1.232,41;;
2013-01-28;1.232,89;1.232,89;1.226,2;1.226,2;;
2013-01-25;1.238,03;1.238,03;1.226,89;1.228,38;;
2013-01-24;1.254,4;1.256,65;1.245,41;1.245,41;;
2013-01-23;1.265,94;1.267,44;1.261,44;1.262,94;;
2013-01-22;1.268,68;1.268,68;1.264,17;1.268,68;;
2013-01-21;1.265,11;1.265,11;1.262,85;1.264,36;;
2013-01-18;1.265,76;1.267,26;1.262,01;1.262,76;;
2013-01-17;1.252,62;1.263,09;1.246,63;1.260,1;;
2013-01-16;1.264,97;1.264,97;1.257,44;1.261,96;;
2013-01-15;1.252,72;1.260,22;1.252,72;1.257,6;;
2013-01-14;1.246,16;1.251,4;1.243,91;1.246,91;;
2013-01-11;1.256,97;1.258,47;1.244,92;1.247,18;;
2013-01-10;1.262,49;1.276,21;1.261,72;1.275,45;;
2013-01-09;1.270,3;1.271,83;1.263,4;1.263,4;;
2013-01-08;1.256,69;1.265,09;1.256,69;1.265,09;;
2013-01-07;1.268,89;1.268,89;1.256,62;1.258,15;;
2013-01-04;1.266,14;1.266,14;1.249,23;1.263,83;;
2013-01-03;1.284,16;1.284,16;1.274,23;1.274,23;;
2013-01-02;1.264,89;1.273,19;1.264,14;1.269,42;;
2012-12-28;1.257,3;1.257,3;1.251,99;1.251,99;;
2012-12-27;1.244,91;1.251,7;1.242,65;1.250,19;;
2012-12-21;1.242,71;1.252,56;1.241,96;1.252,56;;
2012-12-20;1.257,36;1.257,36;1.233,2;1.238,49;;
2012-12-19;1.256,58;1.256,58;1.249,06;1.251,32;;
2012-12-18;1.288,13;1.288,13;1.258,54;1.261,57;;
2012-12-17;1.281,54;1.286,85;1.279,26;1.285,33;;
2012-12-14;1.295,39;1.295,39;1.293,1;1.293,1;;
2012-12-13;1.295,02;1.297,32;1.288,9;1.292,73;;
2012-12-12;1.309,43;1.314,8;1.307,9;1.311,73;;
2012-12-11;1.311,09;1.315,71;1.308,78;1.309,55;;
2012-12-10;1.318,25;1.323,67;1.317,48;1.320,57;;
2012-12-07;1.315,38;1.316,93;1.301,43;1.316,16;;
2012-12-06;1.288,63;1.298,58;1.287,1;1.296,28;;
2012-12-05;1.299,27;1.302,33;1.287,79;1.290,85;;
2012-12-04;1.298,12;1.301,18;1.288,96;1.290,48;;
2012-12-03;1.313,09;1.313,86;1.309,26;1.312,32;;
2012-11-30;1.328,74;1.329,51;1.314,88;1.315,65;;
2012-11-29;1.319,46;1.326,38;1.319,46;1.326,38;;
2012-11-28;1.344,74;1.347,06;1.322,24;1.330;;
2012-11-27;1.345,96;1.346,73;1.340,56;1.340,56;;
2012-11-26;1.346,42;1.347,19;1.343,34;1.345,26;;
2012-11-23;1.338,21;1.355,26;1.338,21;1.355,26;;
2012-11-22;1.338,32;1.339,1;1.337,55;1.337,55;;
2012-11-21;1.342,84;1.348,3;1.342,05;1.346,74;;
2012-11-20;1.349,44;1.351;1.343,2;1.343,2;;
2012-11-19;1.346,58;1.355,20;1.345,79;1.355,20;;
2012-11-16;1.340,53;1.342,1;1.337,39;1.341,31;;
2012-11-15;1.347,99;1.347,99;1.339,37;1.340,15;;
2012-11-14;1.353,53;1.355,89;1.349,6;1.355,89;;
2012-11-13;1.355,15;1.360,67;1.352,79;1.353,58;;
2012-11-12;1.357,28;1.360,42;1.354,14;1.355,71;;
2012-11-09;1.363,24;1.364,03;1.356,94;1.362,46;;
2012-11-08;1.345,4;1.353,25;1.341,47;1.353,25;;
2012-11-07;1.350,62;1.352,97;1.335,71;1.341,2;;
2012-11-06;1.312,89;1.338,67;1.312,89;1.335,55;;
2012-11-05;1.311,34;1.314,08;1.306,65;1.314,08;;
2012-11-02;1.327,24;1.327,24;1.300,78;1.300,78;;
2012-11-01;1.322,93;1.324,47;1.319,08;1.319,08;;
2012-10-31;1.317,25;1.324,18;1.317,25;1.320,33;;
2012-10-30;1.316,54;1.318,86;1.315,77;1.315,77;;
2012-10-29;1.326,95;1.326,95;1.319,97;1.321,52;;
2012-10-26;1.315,85;1.325,92;1.315,08;1.322,82;;
2012-10-25;1.314,94;1.317,25;1.314,17;1.314,17;;
2012-10-24;1.315,48;1.318,58;1.310,85;1.310,85;;
2012-10-23;1.322,95;1.322,95;1.309,11;1.309,88;;
2012-10-22;1.317,08;1.319,38;1.315,55;1.319,38;;
2012-10-19;1.327,58;1.328,35;1.315,31;1.316,84;;
2012-10-18;1.329,85;1.329,85;1.324,52;1.325,28;;
2012-10-17;1.331,94;1.331,94;1.326,6;1.331,17;;
2012-10-16;1.329,53;1.334,13;1.328,76;1.333,36;;
2012-10-15;1.342,61;1.343,38;1.331,82;1.334,13;;
2012-10-12;1.360,45;1.361,99;1.348,88;1.348,88;;
2012-10-11;1.362,05;1.366,7;1.362,05;1.366,7;;
2012-10-10;1.362,79;1.367,45;1.362,79;1.364,34;;
2012-10-09;1.369,18;1.369,18;1.356,83;1.359,15;;
2012-10-08;1.360,94;1.366,34;1.360,16;1.364,79;;
2012-10-05;1.375,56;1.375,56;1.362,48;1.364,02;;
2012-10-04;1.371,71;1.381,75;1.371,71;1.381,75;;
2012-10-02;1.371,62;1.374,71;1.368,52;1.368,52;;
2012-10-01;1.368,72;1.386,58;1.367,94;1.378,82;;
2012-09-28;1.373,94;1.375,48;1.364,66;1.366,98;;
2012-09-27;1.361,27;1.378,36;1.358,16;1.376,81;;
2012-09-26;1.369,02;1.369,79;1.348,77;1.358,90;;
2012-09-25;1.359,81;1.368,31;1.359,81;1.362,9;;
2012-09-24;1.360,72;1.363,81;1.356,84;1.359,17;;
2012-09-21;1.360,87;1.371,65;1.360,1;1.363,18;;
2012-09-20;1.356,72;1.362,13;1.353,64;1.360,58;;
2012-09-19;1.363,25;1.364,79;1.357,1;1.357,1;;
2012-09-18;1.340,2;1.353,99;1.340,2;1.350,93;;
2012-09-17;1.352,97;1.352,97;1.343,8;1.343,8;;
2012-09-14;1.351,28;1.352,81;1.347,46;1.348,23;;
2012-09-13;1.338,11;1.367,93;1.333,46;1.365,61;;
2012-09-12;1.342,66;1.350,42;1.337,24;1.338,79;;
2012-09-11;1.348,64;1.354,11;1.347,85;1.350,98;;
2012-09-10;1.355,28;1.355,28;1.349,8;1.349,8;;
2012-09-07;1.329,69;1.365,89;1.328,11;1.364,71;;
2012-09-06;1.340,01;1.351,08;1.340,01;1.344,75;;
2012-09-05;1.341,63;1.343,22;1.338,45;1.341,63;;
2012-09-04;1.343,11;1.345,5;1.339,93;1.343,11;;
2012-09-03;1.341,1;1.344,29;1.338,72;1.342,7;;
2012-08-31;1.308,78;1.331,77;1.307,98;1.331,77;;
2012-08-30;1.318,96;1.322,15;1.314,17;1.315,77;;
2012-08-29;1.326,82;1.326,82;1.316,46;1.320,45;;
2012-08-28;1.319,33;1.328,1;1.319,33;1.324,12;;
2012-08-27;1.332,4;1.332,4;1.326,02;1.330,01;;
2012-08-24;1.329,26;1.332,45;1.326,06;1.330,86;;
2012-08-23;1.322,1;1.330,07;1.317,32;1.326,88;;
2012-08-22;1.313,06;1.317,08;1.312,26;1.312,26;;
2012-08-21;1.301,5;1.315,18;1.301,5;1.315,18;;
2012-08-20;1.312,6;1.314,63;1.306,91;1.313,42;;
2012-08-17;1.305,42;1.308,67;1.303,8;1.306,23;;
2012-08-16;1.301,82;1.314,03;1.301;1.312,4;;
2012-08-15;1.310,28;1.310,28;1.293,17;1.302,95;;
2012-08-14;1.300,6;1.303,84;1.290,07;1.290,88;;
2012-08-13;1.311,70;1.312,51;1.300,35;1.300,35;;
2012-08-10;1.310,96;1.320,75;1.306,88;1.316,67;;
2012-08-09;1.309,24;1.310,87;1.305,18;1.310,06;;
2012-08-08;1.301,47;1.305,53;1.297,42;1.303,1;;
2012-08-07;1.291,81;1.295,84;1.291,01;1.291,01;;
2012-08-06;1.294,53;1.300,19;1.292,11;1.298,57;;
2012-08-03;1.295,63;1.307,06;1.293,18;1.307,06;;
2012-08-02;1.293,13;1.297,18;1.281,79;1.281,79;;
2012-08-01;1.308,75;1.312;1.294,11;1.300,62;;
2012-07-31;1.317,57;1.320,82;1.307,8;1.308,61;;
2012-07-30;1.319,21;1.320,84;1.315,12;1.320,84;;
2012-07-27;1.308,35;1.318,1;1.308,35;1.312,41;;
2012-07-26;1.308,73;1.318,52;1.303,83;1.313,62;;
2012-07-25;1.303,36;1.323,97;1.302,54;1.322,32;;
2012-07-24;1.303,25;1.306,56;1.295,81;1.302,42;;
2012-07-23;1.302,35;1.302,35;1.291,62;1.300,29;;
2012-07-20;1.294,67;1.297,95;1.289,75;1.296,31;;
2012-07-19;1.282,25;1.292,83;1.282,25;1.284,69;;
2012-07-18;1.286,99;1.292,71;1.280,45;1.283,72;;
2012-07-17;1.295,9;1.299,16;1.279,62;1.286,95;;
2012-07-16;1.302,87;1.306,97;1.295,47;1.305,33;;
2012-07-13;1.287,24;1.306,94;1.287,24;1.306,94;;
2012-07-12;1.287,16;1.287,16;1.276,48;1.286,34;;
2012-07-11;1.285,07;1.286,7;1.280,18;1.283,44;;
2012-07-10;1.288,16;1.299,55;1.280,83;1.280,83;;
2012-07-09;1.285,69;1.292,2;1.283,25;1.292,2;;
2012-07-06;1.293,12;1.293,93;1.272,12;1.273,73;;
2012-07-05;1.296,88;1.304,12;1.285,61;1.292,05;;
2012-07-04;1.286,23;1.287,02;1.281,45;1.283,84;;
2012-07-03;1.273,56;1.287,08;1.273,56;1.285,49;;
2012-07-02;1.263,8;1.268,56;1.259,03;1.265,39;;
2012-06-29;1.242,65;1.272,04;1.242,65;1.270,45;;
2012-06-28;1.267,92;1.267,92;1.246,98;1.246,98;;
2012-06-27;1.257,01;1.265,03;1.253,01;1.262,62;;
2012-06-26;1.267,73;1.269,34;1.255,71;1.258,12;;
2012-06-25;1.258,41;1.267,62;1.253,6;1.266,82;;
2012-06-22;1.244,52;1.251,70;1.243,72;1.247,71;;
2012-06-21;1.262,43;1.262,43;1.234,81;1.234,81;;
2012-06-20;1.270,86;1.272,43;1.255,9;1.268,5;;
2012-06-19;1.288,93;1.292,1;1.282,59;1.282,59;;
2012-06-18;1.283,48;1.288,24;1.279,52;1.288,24;;
2012-06-15;1.287,31;1.295,25;1.286,12;1.295,25;;
2012-06-14;1.289,54;1.292,73;1.285,56;1.287,95;;
2012-06-13;1.281,71;1.293,68;1.281,71;1.289,69;;
2012-06-12;1.270,81;1.291,63;1.269,21;1.290,03;;
2012-06-11;1.274,31;1.274,31;1.260,76;1.268,73;;
2012-06-08;1.260,43;1.274,06;1.254,81;1.274,06;;
2012-06-07;1.284,24;1.287,42;1.253,28;1.257,24;;
2012-06-06;1.298,76;1.310,77;1.297,96;1.305,17;;
2012-06-05;1.300,59;1.303;1.295,76;1.300,59;;
2012-06-04;1.304,58;1.304,58;1.293,32;1.294,12;;
2012-06-01;1.263,19;1.315,94;1.253,45;1.315,94;;
2012-05-31;1.258,16;1.264,61;1.253,33;1.257,36;;
2012-05-30;1.244,97;1.257,84;1.232,11;1.257,84;;
2012-05-29;1.254,89;1.260,48;1.237,32;1.237,32;;
2012-05-25;1.236,65;1.251;1.236,65;1.251;;
2012-05-24;1.236,36;1.251,49;1.235,57;1.235,57;;
2012-05-23;1.229,56;1.231,14;1.209,81;1.220,87;;
2012-05-22;1.244,13;1.244,13;1.231,6;1.233,16;;
2012-05-21;1.250,59;1.250,59;1.242,74;1.242,74;;
2012-05-18;1.230,64;1.253,44;1.230,64;1.246,36;;
2012-05-16;1.201,52;1.213,3;1.196,03;1.199,17;;
2012-05-15;1.203,38;1.211,94;1.203,38;1.207,27;;
2012-05-14;1.223,28;1.223,28;1.206,95;1.210,84;;
2012-05-11;1.218,71;1.224,12;1.211,76;1.223,35;;
2012-05-10;1.226,37;1.229,46;1.220,2;1.227,14;;
2012-05-09;1.226,64;1.226,64;1.215,83;1.226,64;;
2012-05-08;1.253,36;1.253,36;1.223,42;1.226,49;;
2012-05-07;1.251,82;1.255,66;1.249,52;1.252,59;;
2012-05-04;1.240,1;1.248,48;1.234,77;1.246,95;;
2012-05-03;1.250,86;1.251,62;1.238,67;1.238,67;;
2012-05-02;1.258,47;1.259,23;1.250,86;1.254,67;;
2012-04-30;1.255,87;1.255,87;1.245,27;1.253,6;;
2012-04-27;1.246,13;1.255,95;1.245,37;1.252,93;;
2012-04-26;1.242,91;1.251,99;1.241,39;1.251,23;;
2012-04-25;1.239,21;1.241,48;1.230,12;1.238,45;;
2012-04-24;1.238,13;1.248,77;1.238,13;1.243,45;;
2012-04-23;1.245,53;1.245,53;1.233,34;1.237,91;;
2012-04-20;1.242,8;1.244,32;1.238,25;1.239,77;;
2012-04-19;1.248,28;1.258,98;1.243,7;1.249,05;;
2012-04-18;1.259,07;1.259,07;1.247,61;1.247,61;;
2012-04-17;1.251,52;1.256,85;1.245,43;1.253,05;;
2012-04-16;1.260,37;1.265,74;1.257,29;1.262,67;;
2012-04-13;1.270,54;1.271,3;1.256,09;1.257,61;;
2012-04-12;1.257,13;1.272,33;1.252,57;1.270,05;;
2012-04-11;1.257,71;1.259,99;1.255,43;1.257,71;;
2012-04-10;1.256,29;1.260,87;1.242,57;1.260,1;;
2012-04-05;1.239,29;1.245,41;1.236,23;1.243,11;;
2012-04-04;1.246,77;1.246,77;1.223,18;1.224,7;;
2012-04-03;1.250,09;1.253,85;1.250,09;1.250,85;;
2012-03-30;1.239,52;1.245,51;1.239,52;1.245,51;;
2012-03-29;1.245,86;1.248,87;1.237,57;1.242,46;;
2012-03-28;1.253,28;1.257,78;1.237,54;1.237,54;;
2012-03-27;1.262,66;1.267,91;1.258,16;1.258,91;;
2012-03-26;1.249,25;1.265,82;1.244,73;1.265,82;;
2012-03-23;1.238,11;1.253,21;1.237,35;1.251,7;;
2012-03-22;1.248,2;1.248,2;1.233,01;1.242,88;;
2012-03-21;1.244,99;1.250,28;1.242,72;1.244,23;;
2012-03-20;1.250,57;1.251,33;1.242,23;1.243,75;;
2012-03-19;1.261,22;1.265,02;1.252,85;1.258,94;;
2012-03-16;1.262,96;1.262,96;1.247,71;1.259,15;;
2012-03-15;1.254,88;1.269,43;1.253,35;1.267,14;0;0
2012-03-14;1.274,31;1.274,31;1.249,04;1.249,04;0;0
2012-03-13;1.300,07;1.300,07;1.282,45;1.282,45;0;0
2012-03-12;1.295,45;1.297,74;1.287,83;1.290,11;0;0
2012-03-09;1.286,86;1.293,69;1.270,94;1.292,17;0;0
2012-03-08;1.270,58;1.281,91;1.270,58;1.278,13;0;0
2012-03-07;1.270,96;1.280,11;1.270,2;1.277,82;0;0
2012-03-06;1.289,06;1.289,06;1.262,45;1.268,53;0;0
2012-03-05;1.288,58;1.289,33;1.278,74;1.283,28;0;0
2012-03-02;1.296,44;1.296,44;1.287,36;1.291,9;0;0
2012-03-01;1.283,43;1.290,94;1.278,17;1.287,94;0;0
2012-02-29;1.326,71;1.326,71;1.270,92;1.270,92;0;0
2012-02-28;1.313,74;1.325,63;1.313,74;1.318,20;0;0
